,tv,radio,social_media,influencer,sales
1158,10000.0,5040.12,704.36,Mega,36860.56
1159,96000.0,27252.91,3938.1,Nano,341912.42
1160,39000.0,14378.57,241.24,Macro,141112.01
1161,64000.0,22816.92,6280.74,Micro,226590.17
1162,60000.0,13098.53,5210.83,Micro,215583.36
1163,55000.0,12370.95,918.58,Micro,194628.78
1164,57000.0,23742.42,2585.25,Micro,206479.83
1165,56000.0,11221.7,1626.54,Macro,200347.42
1166,45000.0,14178.01,3769.63,Mega,158539.39
1167,12000.0,6636.05,838.32,Micro,43428.26
1168,20000.0,345.73,787.33,Micro,71318.65
1169,92000.0,26866.27,5435.4,Micro,328443.79
1170,22000.0,4477.49,1528.47,Nano,71645.59
1171,70000.0,22858.24,6146.32,Macro,248050.62
1172,58000.0,16776.5,471.0,Nano,210880.93
1173,46000.0,15502.56,4694.88,Macro,161782.64
1174,43000.0,15513.08,1626.38,Mega,155041.24
1175,63000.0,22176.57,7680.73,Macro,223423.65
1176,47000.0,9961.82,4068.03,Macro,164214.74
1177,65000.0,22063.4,3577.57,Micro,229252.24
1178,49000.0,8208.26,4305.74,Mega,172960.98
1179,15000.0,8592.1,4880.31,Mega,54884.92
1180,27000.0,9406.94,4527.24,Micro,96751.23
1181,86000.0,20662.69,2867.55,Macro,312434.01
1182,98000.0,34220.11,4474.84,Mega,350727.53
1183,24000.0,5117.51,2209.7,Mega,83751.48
1184,13000.0,4782.5,1413.94,Micro,46901.98
1185,16000.0,2075.97,1435.04,Micro,52415.12
1186,23000.0,12057.16,1448.22,Mega,84120.21
1187,43000.0,14743.16,5086.1,Micro,152601.88
1188,71000.0,26231.46,3893.3,Nano,252853.73
1189,18000.0,1056.11,748.77,Micro,62498.08
1190,95000.0,35168.12,6795.15,Mega,345003.03
1191,74000.0,28117.0,5894.17,Micro,260181.05
1192,85000.0,32270.83,1256.19,Nano,300048.67
1193,27000.0,8643.65,3579.15,Mega,99479.88
1194,24000.0,848.26,1592.57,Nano,83771.57
1195,64000.0,14604.65,1769.48,Nano,220304.75
1196,40000.0,10487.45,2202.96,Micro,142612.7
1197,63000.0,17987.94,3817.06,Micro,222909.62
1198,36000.0,17033.55,4427.63,Macro,130996.08
1199,24000.0,894.52,1024.99,Micro,85811.65
1200,80000.0,25704.76,2284.9,Mega,281541.46
1201,39000.0,17297.12,2141.65,Nano,135364.4
1202,14000.0,3443.83,82.93,Mega,52360.98
1203,75000.0,32438.62,4859.32,Micro,269533.61
1204,37000.0,6128.44,1455.54,Mega,130217.27
1205,38000.0,17843.12,2009.78,Micro,130370.88
1206,12000.0,6233.07,3695.36,Macro,45074.83
1207,80000.0,26196.52,5181.13,Mega,286770.11
1208,91000.0,24925.55,4999.09,Mega,322301.44
1209,27000.0,14944.11,1452.69,Nano,98652.62
1210,75000.0,23680.42,3618.13,Micro,266369.03
1211,41000.0,19969.57,4491.04,Nano,148258.64
1212,20000.0,6870.16,5127.57,Nano,69697.82
1213,11000.0,11853.94,3008.45,Macro,37706.53
1214,67000.0,18140.53,1952.5,Mega,239170.89
1215,82000.0,31185.86,7488.03,Mega,291314.67
1216,46000.0,14392.38,1240.4,Micro,162900.14
1217,67000.0,15962.3,4823.87,Mega,235938.76
1218,21000.0,8228.73,1595.73,Mega,72916.45
1219,48000.0,15839.64,5286.1,Mega,170448.63
1220,36000.0,8338.7,1453.64,Mega,133270.19
1221,95000.0,26723.54,3600.53,Mega,333922.52
1222,73000.0,23512.63,5371.99,Micro,265896.64
1223,64000.0,10703.0,2756.14,Macro,231734.87
1224,25000.0,7100.09,1593.69,Macro,89810.16
1225,42000.0,6409.45,3618.96,Mega,144051.5
1226,47000.0,17549.14,3593.25,Nano,166124.1
1227,81000.0,27013.93,4050.4,Macro,284788.72
1228,37000.0,7753.85,646.9,Nano,128577.54
1229,43000.0,22074.96,3662.35,Mega,153064.91
1230,64000.0,18106.14,3746.01,Mega,222341.93
1231,50000.0,24234.28,3802.23,Nano,172796.82
1232,85000.0,17928.15,2125.62,Mega,305383.28
1233,37000.0,14826.09,5056.45,Mega,133966.5
1234,87000.0,36781.45,5944.54,Micro,310006.47
1235,94000.0,39221.2,10420.85,Mega,336888.41
1236,88000.0,28328.12,2466.93,Nano,313048.27
1237,10000.0,2298.25,2435.48,Mega,33591.45
1238,24000.0,14684.12,975.86,Micro,87865.03
1239,38000.0,11250.14,3183.2,Micro,134587.11
1240,99000.0,38263.67,3918.18,Mega,348837.59
1241,33000.0,22703.38,2302.99,Mega,118874.05
1242,57000.0,24073.76,3314.48,Mega,208183.39
1243,72000.0,14317.31,1755.86,Mega,256170.56
1244,29000.0,11922.71,6033.39,Nano,103874.41
1245,40000.0,21842.97,4621.47,Micro,147424.59
1246,17000.0,5002.42,3007.19,Micro,59243.6
1247,96000.0,33166.91,4802.68,Mega,345054.35
1248,46000.0,17921.3,2374.45,Nano,167475.67
1249,57000.0,17265.53,3183.22,Mega,205651.7
1250,36000.0,16016.64,2893.22,Nano,126177.63
1251,42000.0,9457.62,1857.78,Macro,150882.74
1252,90000.0,29096.9,6041.62,Macro,322836.33
1253,18000.0,8254.89,3241.75,Macro,62388.69
1254,51000.0,20695.9,7122.48,Nano,179782.49
1255,28000.0,15027.99,2260.93,Nano,94771.43
1256,44000.0,11909.5,3863.59,Mega,152220.03
1257,18000.0,544.77,584.8,Micro,61928.42
1258,38000.0,12068.43,851.56,Macro,133295.23
1259,65000.0,18470.27,3450.91,Macro,230445.23
1260,33000.0,13380.02,5391.6,Macro,113680.71
1261,74000.0,25855.26,5046.78,Macro,260979.01
1262,21000.0,4981.47,3017.01,Nano,75362.15
1263,74000.0,29345.5,3295.65,Nano,262012.44
1264,40000.0,10838.22,3212.55,Macro,143382.09
1265,94000.0,30972.75,3950.37,Macro,336602.3
1266,75000.0,24569.62,3306.95,Micro,261289.45
1267,61000.0,18976.9,2309.44,Mega,215391.35
1268,92000.0,35311.86,5238.63,Nano,329031.2
1269,99000.0,33899.27,7955.18,Macro,352899.96
1270,68000.0,26214.74,5257.85,Micro,237886.0
1271,42000.0,19995.6,4136.1,Macro,145734.7
1272,63000.0,16529.49,3351.42,Micro,223695.06
1273,75000.0,28808.84,6731.95,Mega,268791.68
1274,15000.0,17878.53,6684.45,Macro,50735.6
1275,49000.0,21105.67,7209.66,Mega,170045.74
1276,66000.0,18927.35,7016.31,Nano,232620.53
1277,31000.0,6900.11,742.4,Nano,111826.88
1278,56000.0,20745.99,4241.66,Macro,202986.19
1279,54000.0,20111.78,3804.18,Micro,194129.17
1280,60000.0,12234.06,1659.74,Micro,214191.75
1281,35000.0,5121.27,875.16,Mega,122823.66
1282,50000.0,8412.3,3642.78,Micro,177128.4
1283,37000.0,14428.98,246.28,Macro,131292.09
1284,39000.0,13632.85,2890.44,Micro,136801.92
1285,28000.0,18404.92,2688.17,Nano,102388.62
1286,87000.0,26928.71,550.21,Macro,306988.47
1287,61000.0,23909.85,5372.98,Macro,218092.67
1288,40000.0,8588.41,3068.65,Micro,140161.55
1289,79000.0,27506.7,7241.43,Macro,285480.05
1290,11000.0,216.1,753.24,Mega,41396.52
1291,80000.0,27512.36,1032.77,Nano,283416.97
1292,11000.0,491.15,1505.06,Micro,34933.0
1293,94000.0,34158.61,5820.74,Micro,330640.84
1294,84000.0,25047.83,3111.01,Micro,295496.38
1295,21000.0,7046.41,56.05,Macro,72075.42
1296,16000.0,10327.55,1406.56,Micro,57409.85
1297,71000.0,20849.41,2469.89,Mega,253462.26
1298,27000.0,975.33,409.36,Nano,88804.02
1299,59000.0,28887.86,5388.4,Micro,207330.28
1300,22000.0,13153.37,3584.62,Nano,79697.77
1301,65000.0,21078.36,3607.06,Mega,232276.18
1302,28000.0,3306.78,2690.66,Macro,99484.25
1303,49000.0,14873.97,1638.3,Macro,174200.19
1304,61000.0,20004.47,6081.97,Mega,220106.83
1305,72000.0,24681.22,6002.45,Nano,256037.2
1306,27000.0,8158.78,1846.25,Macro,100277.11
1307,50000.0,12394.92,742.94,Mega,176928.11
1308,79000.0,33690.96,7889.35,Micro,279691.83
1309,57000.0,17731.27,1135.95,Micro,200108.05
1310,49000.0,16398.77,1569.72,Macro,171330.63
1311,20000.0,9578.54,2142.0,Mega,72311.56
1312,59000.0,8856.14,3232.47,Nano,214291.66
1313,51000.0,16745.09,1373.29,Micro,184895.01
1314,65000.0,29069.08,3380.97,Mega,234378.09
1315,54000.0,9421.72,760.33,Macro,190049.08
1316,30000.0,11265.68,144.12,Mega,102471.21
1317,47000.0,9266.87,4040.01,Mega,164638.1
1318,73000.0,22370.31,171.15,Nano,257672.78
1319,94000.0,29895.01,6500.13,Macro,333700.74
1320,10000.0,6492.42,1307.75,Micro,34046.36
1321,19000.0,2477.59,5557.08,Nano,68631.76
1322,79000.0,19576.07,4326.34,Macro,279414.44
1323,94000.0,40381.4,5408.0,Macro,331444.61
1324,65000.0,23881.51,2832.26,Nano,228577.41
1325,80000.0,33317.79,5062.06,Micro,284024.82
1326,24000.0,9255.56,3540.82,Micro,85372.72
1327,35000.0,5785.76,3368.53,Mega,127221.3
1328,27000.0,8720.24,1051.24,Micro,100641.57
1329,98000.0,34156.33,6982.95,Micro,347830.55
1330,45000.0,6134.13,2619.11,Macro,160398.15
1331,29000.0,15475.4,4828.72,Mega,106346.83
1332,100000.0,41153.81,4316.6,Macro,353617.95
1333,99000.0,28766.71,5585.1,Macro,352317.91
1334,16000.0,17756.61,4547.85,Micro,55403.69
1335,51000.0,14849.56,6545.39,Micro,181661.6
1336,66000.0,22158.56,2197.68,Macro,234328.81
1337,41000.0,12997.94,3006.7,Micro,147386.76
1338,35000.0,12146.3,1992.38,Mega,122957.78
1339,99000.0,37468.22,7194.4,Macro,349496.17
1340,15000.0,10410.32,1834.64,Micro,51786.1
1341,99000.0,29852.52,9316.56,Nano,353445.89
1342,72000.0,26939.97,2332.44,Macro,257180.46
1343,15000.0,2797.29,4838.87,Nano,48861.15
1344,13000.0,3220.67,2446.24,Nano,45231.35
1345,61000.0,17071.17,3800.92,Nano,222596.38
1346,31000.0,9170.03,1012.18,Nano,110582.5
1347,58000.0,15241.39,114.19,Macro,209148.99
1348,16000.0,7327.7,3236.22,Macro,58137.98
1349,54000.0,14058.05,1497.13,Macro,195769.42
1350,90000.0,32989.08,5114.3,Macro,321266.61
1351,12000.0,683.48,765.88,Micro,43579.12
1352,59000.0,24662.95,4291.87,Micro,209187.67
1353,17000.0,11166.75,2370.88,Macro,63487.94
1354,60000.0,23537.3,4940.35,Micro,213910.79
1355,17000.0,5114.3,260.75,Mega,61813.94
1356,25000.0,6831.11,1051.65,Micro,94288.9
1357,32000.0,4012.13,427.11,Nano,112203.54
1358,47000.0,20277.55,747.9,Macro,169887.53
1359,57000.0,20461.56,5264.91,Micro,197185.84
1360,48000.0,13689.68,3947.5,Mega,173098.44
1361,21000.0,14441.37,342.02,Micro,74216.49
1362,27000.0,9569.82,2216.6,Mega,97360.12
1363,90000.0,36551.51,9883.18,Mega,317576.62
1364,23000.0,1119.93,2024.29,Micro,84370.02
1365,18000.0,2609.4,55.43,Nano,62005.27
1366,12000.0,2433.25,2478.69,Micro,42771.25
1367,81000.0,25709.16,5579.52,Nano,290586.07
1368,60000.0,20653.64,3097.76,Micro,210892.46
1369,93000.0,29306.09,2303.33,Micro,327771.08
1370,47000.0,18855.97,2305.72,Micro,167636.71
1371,10000.0,8939.08,1008.13,Micro,34101.89
1372,55000.0,20187.01,5001.96,Mega,197671.25
1373,78000.0,37598.09,5780.04,Micro,277092.95
1374,80000.0,26987.91,3081.28,Macro,284726.28
1375,95000.0,33320.69,3488.54,Macro,340949.82
1376,51000.0,16949.75,1348.3,Mega,176006.84
1377,70000.0,24905.07,2458.07,Micro,249410.7
1378,83000.0,31838.83,3848.93,Micro,292024.71
1379,70000.0,20741.54,4512.39,Mega,243500.82
1380,92000.0,36902.54,7630.97,Nano,326229.64
1381,71000.0,17147.96,3407.46,Macro,255971.63
1382,16000.0,12547.87,2389.34,Mega,60383.58
1383,89000.0,26702.69,3575.56,Micro,315900.32
1384,61000.0,20197.29,1344.45,Micro,214740.7
1385,51000.0,20147.43,4116.82,Nano,178593.57
1386,57000.0,20717.69,2663.3,Micro,209028.95
1387,37000.0,20045.64,3793.81,Mega,132209.19
1388,16000.0,4597.25,1669.25,Micro,56075.68
1389,17000.0,6151.25,1483.99,Macro,60762.29
1390,43000.0,13995.01,845.06,Nano,152424.11
1391,36000.0,7083.96,1081.62,Nano,124133.21
1392,89000.0,23720.64,690.47,Mega,321323.02
1393,33000.0,16106.64,423.79,Mega,116489.73
1394,98000.0,34412.26,1939.97,Macro,352380.33
1395,16000.0,8303.41,2058.52,Micro,52878.85
1396,60000.0,19171.43,4820.07,Macro,211203.69
1397,40000.0,12168.97,1785.03,Micro,140914.0
1398,62000.0,16087.79,5060.16,Macro,215729.76
1399,26000.0,10813.85,2310.88,Micro,95280.65
1400,68000.0,21288.76,3213.25,Nano,239413.66
1401,85000.0,24748.37,2607.54,Micro,306420.67
1402,59000.0,16646.74,6234.79,Mega,210121.51
1403,62000.0,24931.53,5478.96,Nano,216936.53
1404,60000.0,21119.99,5703.03,Macro,209326.83
1405,77000.0,28853.81,6217.75,Micro,279765.55
1406,79000.0,30018.19,4184.2,Micro,283594.39
1407,58000.0,20504.08,3431.36,Mega,208959.21
1408,100000.0,34369.13,5773.97,Mega,358897.56
1409,80000.0,23954.63,3203.46,Micro,283781.29
1410,15000.0,9047.57,1340.01,Micro,57405.32
1411,73000.0,20746.51,1918.56,Macro,262866.19
1412,84000.0,34984.57,11260.43,Macro,301493.12
1413,41000.0,9556.85,1356.01,Micro,139905.35
1414,96000.0,29649.12,5091.72,Macro,343114.42
1415,97000.0,28724.55,6334.77,Mega,348109.65
1416,59000.0,20682.93,1912.71,Nano,209284.8
1417,60000.0,14316.12,3134.43,Macro,215455.78
1418,49000.0,17821.59,2732.13,Mega,175897.98
1419,23000.0,10212.42,104.24,Micro,83197.18
1420,76000.0,24458.54,4009.27,Nano,266413.77
1421,38000.0,8062.97,2409.35,Macro,132314.28
1422,24000.0,2353.89,1093.83,Nano,81699.58
1423,83000.0,20315.68,1682.34,Macro,298706.4
1424,53000.0,16563.33,3969.57,Micro,189932.49
1425,33000.0,8183.95,147.17,Nano,114203.93
1426,33000.0,19337.48,742.52,Nano,114036.9
1427,93000.0,31247.81,7638.07,Macro,331006.23
1428,61000.0,22697.16,6146.14,Micro,216036.48
1429,67000.0,21501.16,2810.21,Mega,236182.11
1430,49000.0,8283.16,1257.29,Mega,177443.69
1431,90000.0,20404.29,2217.79,Nano,322221.0
1432,69000.0,17027.51,3249.83,Nano,244853.25
1433,22000.0,7789.76,288.51,Mega,79850.54
1434,55000.0,20694.86,3953.57,Nano,192682.49
1435,68000.0,16674.83,1329.46,Macro,242989.89
1436,77000.0,27159.25,6883.56,Nano,275957.91
1437,70000.0,25923.97,4101.0,Macro,249048.57
1438,28000.0,17017.37,3049.29,Micro,98527.68
1439,32000.0,11955.66,3206.33,Nano,115616.93
1440,83000.0,36004.29,6299.89,Nano,295281.18
1441,39000.0,16430.39,629.93,Micro,140282.01
1442,94000.0,37633.4,3593.9,Mega,337850.07
1443,39000.0,14857.52,4283.92,Mega,142924.89
1444,48000.0,17881.46,76.06,Macro,169227.8
1445,83000.0,29048.91,1976.05,Nano,287244.69
1446,98000.0,34763.07,3207.63,Micro,347244.93
1447,73000.0,26575.64,2874.4,Nano,260183.92
1448,47000.0,13396.22,4181.49,Mega,164760.79
1449,59000.0,17213.77,3625.66,Micro,213977.66
1450,43000.0,13781.07,1250.24,Mega,150938.61
1451,66000.0,23443.6,3951.21,Mega,237762.91
1452,10000.0,6171.3,2248.7,Mega,37099.21
1453,54000.0,13817.09,2491.41,Mega,193090.12
1454,24000.0,13022.18,776.76,Macro,84819.24
1455,52000.0,20829.11,3906.48,Nano,182748.73
1456,77000.0,27599.73,5084.56,Mega,277719.46
1457,61000.0,20217.23,6875.92,Nano,216681.15
1458,88000.0,38864.35,2621.42,Nano,311114.69
1459,92000.0,30299.46,5942.15,Nano,328349.18
1460,36000.0,16530.25,2138.83,Mega,125610.16
1461,84000.0,26012.82,3027.27,Macro,303196.42
1462,94000.0,31266.99,5332.79,Mega,339190.2
1463,91000.0,36100.44,4332.06,Micro,319905.64
1464,21000.0,11110.3,1609.82,Nano,84624.06
1465,70000.0,18755.38,4499.5,Micro,256242.88
1466,84000.0,30189.98,3433.26,Nano,302092.9
1467,24000.0,10793.56,2557.92,Mega,79268.64
1468,83000.0,32790.11,10243.73,Mega,296812.24
1469,13000.0,7444.38,5103.53,Nano,44050.97
1470,21000.0,7578.23,1031.61,Nano,76599.22
1471,100000.0,31739.05,6530.42,Macro,353251.33
1472,76000.0,23595.7,4519.11,Micro,267740.28
1473,67000.0,32882.73,3497.7,Nano,241394.58
1474,73000.0,24188.01,5899.74,Nano,264221.83
1475,25000.0,12018.41,4143.64,Macro,86434.56
1476,23000.0,17777.31,3588.29,Nano,79418.89
1477,11000.0,8572.13,3802.58,Macro,40677.45
1478,36000.0,20380.98,3928.35,Nano,123425.97
1479,97000.0,38172.73,5546.78,Micro,347765.94
1480,55000.0,14157.25,3449.24,Micro,201996.1
1481,11000.0,2608.13,2573.89,Micro,42183.15
1482,46000.0,24517.57,1461.14,Macro,162782.4
1483,32000.0,3117.86,1381.99,Macro,113459.37
1484,74000.0,25116.54,5846.6,Mega,261974.8
1485,14000.0,12395.64,1908.13,Nano,58531.57
1486,64000.0,22466.17,7150.09,Nano,233015.47
1487,66000.0,22330.7,4741.69,Macro,236081.5
1488,19000.0,3562.33,1729.92,Nano,62194.23
1489,50000.0,22486.56,4686.64,Macro,170814.52
1490,47000.0,20820.16,3598.79,Mega,165785.65
1491,46000.0,19467.02,1145.52,Micro,162152.17
1492,50000.0,16681.28,1258.52,Nano,174803.98
1493,89000.0,31556.85,6639.29,Micro,316176.94
1494,97000.0,34467.96,4088.16,Nano,347589.13
1495,53000.0,5856.62,2762.13,Nano,190619.28
1496,45000.0,15442.15,1161.45,Macro,160990.81
1497,28000.0,9812.92,369.97,Mega,101438.66
1498,53000.0,24636.74,3396.34,Macro,186807.81
1499,78000.0,30782.63,4327.26,Nano,273611.31
1500,93000.0,23771.64,3688.21,Nano,334871.74
1501,100000.0,32572.75,5430.99,Micro,355329.72
1502,10000.0,4693.66,2156.24,Macro,34566.79
1503,45000.0,12900.65,843.24,Macro,164339.05
1504,65000.0,24955.57,3886.57,Micro,231365.85
1505,53000.0,19890.62,3079.47,Nano,188151.18
1506,43000.0,6898.25,646.1,Nano,154399.11
1507,28000.0,7191.05,32.59,Nano,98733.33
1508,70000.0,20912.79,4007.21,Mega,247903.7
1509,16000.0,8511.22,2605.97,Mega,56433.14
1510,80000.0,21661.32,4286.28,Micro,284979.56
1511,52000.0,14686.22,3854.73,Mega,183914.53
1512,81000.0,24532.15,5363.19,Nano,284429.7
1513,79000.0,29274.54,1791.24,Nano,278783.04
1514,96000.0,27982.83,3500.55,Nano,348437.74
1515,40000.0,19946.95,4409.94,Nano,144876.59
1516,69000.0,27082.77,3996.89,Mega,243807.8
1517,13000.0,1067.3,825.31,Macro,45406.62
1518,14000.0,3047.95,998.48,Mega,46487.88
1519,70000.0,22027.97,5556.1,Macro,247972.59
1520,67000.0,18276.04,2348.79,Micro,237759.58
1521,30000.0,22466.89,4616.53,Micro,104444.67
1522,56000.0,16762.14,5648.0,Mega,196437.92
1523,50000.0,24058.32,4741.1,Nano,173284.26
1524,45000.0,13485.33,5942.78,Nano,157881.48
1525,96000.0,31032.18,2172.38,Mega,339210.39
1526,82000.0,26532.77,4872.16,Mega,295933.35
1527,19000.0,13685.2,2216.93,Macro,61633.07
1528,33000.0,16588.69,2016.1,Macro,121086.35
1529,76000.0,28313.42,5173.77,Micro,266327.87
1530,67000.0,13830.78,2900.03,Mega,236306.85
1531,11000.0,4952.0,7309.02,Macro,40141.05
1532,55000.0,10297.24,1365.03,Mega,188667.48
1533,89000.0,32280.81,4606.43,Mega,311433.55
1534,66000.0,30511.05,2625.73,Micro,232994.85
1535,22000.0,1551.59,486.13,Macro,80973.46
1536,88000.0,26712.16,5834.04,Mega,308059.85
1537,63000.0,18071.61,4009.6,Macro,222395.17
1538,89000.0,18426.31,3158.67,Macro,316314.86
1539,98000.0,32985.29,3891.73,Micro,351053.58
1540,47000.0,7903.49,1551.58,Micro,173589.61
1541,43000.0,12116.27,4173.0,Macro,152048.35
1542,61000.0,24685.51,5222.38,Macro,218986.08
1543,51000.0,30893.21,7389.87,Micro,175989.03
1544,93000.0,32538.46,5331.9,Macro,333932.42
1545,37000.0,16500.01,3138.41,Macro,130758.89
1546,21000.0,7771.73,2075.97,Micro,73395.8
1547,42000.0,8922.97,2254.83,Nano,143856.23
1548,88000.0,20724.82,4321.57,Nano,314829.54
1549,59000.0,25196.4,3404.12,Macro,209364.53
1550,35000.0,7868.48,67.32,Mega,121813.87
1551,72000.0,22665.67,5289.22,Micro,257115.88
1552,47000.0,22381.67,2322.28,Mega,166060.31
1553,80000.0,32200.84,5583.02,Micro,282617.84
1554,26000.0,4545.11,2852.4,Macro,93015.39
1555,51000.0,16573.49,928.13,Macro,189920.3
1556,90000.0,14395.99,895.65,Nano,323134.74
1557,78000.0,28117.06,4280.69,Micro,278762.03
1558,70000.0,19833.5,2169.13,Nano,247592.14
1559,77000.0,21523.22,3905.08,Nano,273467.67
1560,85000.0,32165.06,5313.5,Mega,299831.78
1561,50000.0,29055.58,6136.7,Macro,177323.89
1562,11000.0,10032.6,684.49,Nano,38695.56
1563,73000.0,23166.29,4273.92,Mega,257668.11
1564,26000.0,13891.9,2393.6,Micro,90677.92
1565,72000.0,25654.29,6396.46,Mega,250666.94
1566,66000.0,25806.16,5848.91,Micro,236031.31
1567,70000.0,14414.62,1874.67,Mega,249998.5
1568,79000.0,28544.48,4952.88,Nano,277361.87
1569,76000.0,27796.46,3915.79,Macro,270355.1
1570,21000.0,13850.32,2900.44,Mega,73830.87
1571,49000.0,10811.67,3056.31,Macro,174514.23
1572,90000.0,32756.42,1581.85,Macro,321747.88
1573,15000.0,8240.9,4207.68,Nano,54813.34
1574,27000.0,11584.24,2547.68,Macro,95491.15
1575,24000.0,6688.83,1043.34,Mega,83990.1
1576,28000.0,5930.54,861.04,Macro,103162.83
1577,75000.0,22719.08,3566.56,Micro,265794.89
1578,58000.0,15690.87,3143.85,Micro,204406.34
1579,18000.0,10752.29,1832.89,Nano,59793.4
1580,25000.0,5717.31,126.47,Micro,91032.15
1581,43000.0,17269.24,2668.72,Micro,156493.12
1582,41000.0,15399.31,1168.4,Mega,150258.85
1583,61000.0,11512.53,2793.35,Macro,220165.07
1584,11000.0,3781.89,1888.2,Nano,41637.5
1585,46000.0,15734.25,3670.68,Mega,160467.58
1586,42000.0,11956.27,1748.79,Micro,148922.0
1587,77000.0,21620.8,3571.58,Nano,271547.4
1588,78000.0,15734.87,509.43,Macro,281906.86
1589,32000.0,7801.08,1758.76,Nano,113398.94
1590,75000.0,25263.25,2504.47,Nano,267236.0
1591,22000.0,10906.59,283.13,Mega,80509.89
1592,79000.0,28862.86,1487.85,Nano,283111.55
1593,49000.0,7870.96,4867.66,Micro,176128.25
1594,66000.0,22465.43,283.37,Mega,236171.91
1595,47000.0,9721.11,881.84,Macro,167977.03
1596,96000.0,38090.39,4942.82,Macro,345780.68
1597,42000.0,16050.77,1614.35,Macro,147555.42
1598,33000.0,12522.23,56.34,Micro,119023.38
1599,40000.0,13194.01,3892.13,Micro,139938.13
1600,69000.0,21858.79,3273.59,Mega,246761.45
1601,50000.0,18939.68,2457.4,Micro,176972.91
1602,17000.0,10328.93,224.9,Micro,63358.31
1603,39000.0,14378.71,2671.23,Micro,138751.83
1604,34000.0,18845.27,6501.07,Micro,123002.49
1605,23000.0,15985.58,6713.2,Macro,82145.74
1606,68000.0,19896.09,3691.37,Nano,243568.15
1607,68000.0,29499.96,3520.46,Mega,242827.86
1608,49000.0,21109.4,4247.45,Macro,171189.16
1609,30000.0,10553.03,818.14,Macro,105299.27
1610,29000.0,4952.17,15.18,Macro,104902.37
1611,43000.0,16400.9,5537.22,Nano,151149.46
1612,92000.0,33306.26,5365.26,Macro,332139.48
1613,87000.0,22972.22,569.87,Nano,306445.53
1614,74000.0,19753.74,4996.98,Macro,257863.33
1615,83000.0,29627.79,4967.05,Micro,296540.49
1616,18000.0,12963.12,910.27,Macro,66708.87
1617,40000.0,18448.27,2240.24,Mega,141614.42
1618,47000.0,17605.87,2785.14,Macro,163352.67
1619,100000.0,35083.2,6750.89,Mega,353128.71
1620,22000.0,12205.77,209.63,Macro,82873.5
1621,22000.0,4631.88,1714.05,Micro,78109.14
1622,97000.0,32814.99,6469.14,Mega,347146.01
1623,59000.0,18736.94,4166.43,Nano,210688.64
1624,34000.0,6288.52,784.94,Mega,118717.56
1625,78000.0,27180.68,3462.78,Mega,276014.03
1626,44000.0,13791.94,4325.96,Macro,155787.44
1627,20000.0,12912.76,141.23,Micro,66201.89
1628,22000.0,8539.96,1726.21,Micro,81243.94
1629,56000.0,12414.64,671.22,Nano,196594.51
1630,81000.0,32462.76,7394.59,Micro,282471.47
1631,34000.0,14419.91,3449.97,Micro,119967.55
1632,25000.0,1439.4,476.6,Mega,90931.93
1633,95000.0,30798.11,4432.04,Macro,338149.55
1634,57000.0,11270.78,489.08,Nano,202364.3
1635,99000.0,30331.18,6874.9,Micro,349063.23
1636,78000.0,26718.15,3363.13,Mega,279229.2
1637,42000.0,3554.83,175.41,Nano,147774.83
1638,16000.0,14116.05,2421.05,Micro,56110.37
1639,77000.0,26859.28,4954.59,Macro,274572.01
1640,24000.0,12909.03,4127.05,Macro,84230.63
1641,28000.0,6029.83,4226.55,Mega,95392.93
1642,34000.0,16548.98,2507.6,Micro,118125.74
1643,10000.0,3795.39,87.05,Mega,33775.79
1644,84000.0,21846.51,1464.67,Macro,303300.98
1645,25000.0,10148.84,4178.69,Nano,90826.26
1646,71000.0,9960.78,563.44,Mega,255847.94
1647,13000.0,7548.72,881.17,Nano,46007.75
1648,26000.0,11430.92,1637.09,Nano,91221.24
1649,96000.0,27051.58,2847.94,Nano,339687.96
1650,16000.0,2181.14,316.36,Nano,56189.92
1651,59000.0,18350.68,1831.14,Micro,214269.12
1652,37000.0,18373.5,4085.72,Mega,136209.06
1653,12000.0,1578.92,4637.68,Nano,41700.68
1654,86000.0,40557.2,3490.64,Micro,307832.23
1655,68000.0,18751.19,4596.95,Micro,245237.77
1656,89000.0,25725.22,2967.4,Micro,317003.3
1657,16000.0,364.45,471.87,Micro,56768.94
1658,52000.0,18227.75,1464.24,Macro,184405.22
1659,21000.0,12140.48,2424.12,Mega,75128.91
1660,80000.0,21659.22,185.14,Micro,283853.9
1661,93000.0,33446.12,6737.93,Macro,330768.32
1662,36000.0,11743.23,1380.87,Mega,130105.23
1663,96000.0,32576.33,4849.64,Nano,343006.54
1664,73000.0,19183.75,3345.83,Mega,262281.29
1665,80000.0,26508.57,441.11,Mega,284935.47
1666,68000.0,17305.22,3579.89,Micro,241325.35
1667,87000.0,26286.86,1777.65,Nano,307390.1
1668,66000.0,20438.3,2097.02,Nano,236158.71
1669,64000.0,22236.88,5397.88,Mega,225082.7
1670,94000.0,27442.77,2375.62,Micro,336004.9
1671,84000.0,34759.86,7786.33,Micro,301566.46
1672,61000.0,19813.27,733.18,Mega,217339.95
1673,69000.0,16140.52,3698.54,Micro,246409.2
1674,94000.0,27639.23,3796.99,Nano,336904.72
1675,42000.0,13766.52,1667.91,Macro,149334.2
1676,32000.0,8307.83,3835.01,Micro,112929.84
1677,18000.0,24484.26,5258.96,Macro,64917.13
1678,96000.0,33246.53,3953.01,Macro,343302.67
